ChargeThreshold_fC,Probability,CrossSection_cm2,CrossSection_Uncertainty_cm2
0.0018024780964453406,0.6413140064231058,1.0261024102769697e-11,1.28630881421121e-14
0.001853056504736409,0.6360209434531114,1.0176335095249788e-11,1.2809895320453618e-14
0.0019050541676582566,0.6305535300793003,1.0088856481268808e-11,1.2754717522624578e-14
0.0019585109101831403,0.625073012679306,1.00011682028689e-11,1.2699166786508341e-14
0.0020134676747913245,0.619636841639312,9.914189466228996e-12,1.2643824464746165e-14
0.0020699665528288985,0.6141805169093179,9.826888270549089e-12,1.25880323373816e-14
0.002128050816745506,0.6087745826693236,9.740393322709182e-12,1.2532510517467124e-14
0.002187764953236684,0.6032718907756025,9.652350252409643e-12,1.2475741166865494e-14
0.0022491546973161893,0.5977470292574935,9.5639524681199e-12,1.2418482003607452e-14
0.002312267067344415,0.5921949592974994,9.475119348759994e-12,1.2360673656872827e-14
0.0023771504010397177,0.5867426626675052,9.387882602680086e-12,1.2303639815961456e-14
0.0024438543925002373,0.5811653939775111,9.298646303640181e-12,1.224502382785923e-14
0.0025124301302645747,0.5755326997916392,9.208523196666231e-12,1.2185539244123896e-14
0.0025829301364404655,0.569912098132034,9.118593570112548e-12,1.212589146632967e-14
0.0026554084069314227,0.5643056114420402,9.028889783072646e-12,1.206609976924389e-14
0.0027299204527921617,0.5586225269643972,8.937960431430358e-12,1.200518723960003e-14
0.002806523342744475,0.5528840136544034,8.846144218470458e-12,1.194336538657286e-14
0.0028852757468861285,0.5470537857344097,8.752860571750558e-12,1.1880225988593399e-14
0.002966237981626244,0.5412638747244158,8.660221995590657e-12,1.1817189396093338e-14
0.0030494720558815903,0.5351756421387283,8.562810274219655e-12,1.1750540098098475e-14
0.0031350417185691723,0.5293383610987344,8.469413777579754e-12,1.168628110559899e-14
0.0032230125074314783,0.5234486727553238,8.375178764085185e-12,1.1621085134461302e-14
0.0033134517992317895,0.517535805507199,8.280572888115187e-12,1.1555262540167244e-14
0.0034064288613579936,0.5116390590113273,8.18622494418124e-12,1.1489243821920905e-14
0.003502014904874428,0.5057493727113336,8.091989963381341e-12,1.142292330271622e-14
0.0036002831390623802,0.4997810750332088,7.996497200531343e-12,1.1355322461604928e-14
0.003701308827491026,0.49385913927321495,7.901746228371442e-12,1.1287846613315692e-14
0.003805169345661741,0.48790494971548426,7.80647919544775e-12,1.1219594117637384e-14
0.00391194424026994,0.4819285948954905,7.710857518327851e-12,1.1150667501630782e-14
0.004021715290129833,0.47607519395782066,7.617203103325133e-12,1.1082743437222711e-14
0.004134566568808762,0.4701270537496959,7.522032859995138e-12,1.1013290809948402e-14
0.004250584509019084,0.4640781266134402,7.425250025815047e-12,1.0942209230365727e-14
